Name,logn,logq,RealRes,RealResPol,result,error,errorPol,tinit,tcsv,tenc,tdist,tdec,in_mean,in_std,in_min,in_max
Data/dataUsedFor1k/MAC000007.txt4,12,106,53.913200,58.347675,58.293441,8.124616,-0.092950,146.778652,15.408329,83.548952,780.685365,51.523039,0.131624,0.209195,0.000000,1.755000
Data/dataUsedFor1k/MAC000007.txt5,12,106,59.383600,63.733795,63.775903,7.396491,0.066068,146.778652,15.408329,83.548952,780.685365,51.523039,0.144979,0.229434,0.000000,1.621000
Data/dataUsedFor1k/MAC000007.txt6,12,106,69.082700,74.887091,75.001220,8.567297,0.152401,146.778652,15.408329,83.548952,780.685365,51.523039,0.166657,0.294693,0.000000,3.090000
Data/dataUsedFor1k/MAC000007.txt7,12,106,55.772400,60.174282,60.147923,7.845320,-0.043804,146.778652,15.408329,83.548952,780.685365,51.523039,0.136163,0.216301,0.000000,1.838000
Data/dataUsedFor1k/MAC000007.txt8,12,106,46.076600,51.201788,51.181741,11.079682,-0.039153,146.778652,15.408329,83.548952,780.685365,51.523039,0.112492,0.187837,0.000000,1.778000
Data/dataUsedFor1k/MAC000007.txt9,12,106,45.637000,49.977865,49.968544,9.491299,-0.018651,146.778652,15.408329,83.548952,780.685365,51.523039,0.111418,0.166638,0.000000,1.614000
Data/dataUsedFor1k/MAC000007.txt10,12,106,48.331400,51.974677,51.959674,7.507074,-0.028866,146.778652,15.408329,83.548952,780.685365,51.523039,0.117997,0.163883,0.000000,1.685000
Data/dataUsedFor1k/MAC000007.txt11,12,106,44.323800,48.329474,48.374848,9.139667,0.093883,146.778652,15.408329,83.548952,780.685365,51.523039,0.108212,0.149747,0.000000,1.553000
Data/dataUsedFor1k/MAC000007.txt12,12,106,43.722000,48.632071,48.714037,11.417677,0.168541,146.778652,15.408329,83.548952,780.685365,51.523039,0.106743,0.170260,0.000000,1.365000
Data/dataUsedFor1k/MAC000007.txt13,12,106,42.552000,47.666931,47.706328,12.113009,0.082651,146.778652,15.408329,83.548952,780.685365,51.523039,0.103887,0.168802,0.000000,1.415000
Data/dataUsedFor1k/MAC000007.txt14,12,106,50.671400,54.642938,54.603153,7.759314,-0.072809,146.778652,15.408329,83.548952,780.685365,51.523039,0.123709,0.184284,0.000000,1.608000
Data/dataUsedFor1k/MAC000007.txt15,12,106,57.730000,63.618057,63.630689,10.221183,0.019857,146.778652,15.408329,83.548952,780.685365,51.523039,0.140942,0.250775,0.000000,1.903000
Data/dataUsedFor1k/MAC000007.txt16,12,106,70.659000,75.588762,75.630019,7.035224,0.054581,146.778652,15.408329,83.548952,780.685365,51.523039,0.169534,0.290993,0.000000,3.784000
Data/dataUsedFor1k/MAC000007.txt17,12,106,63.266200,68.093656,68.104511,7.647545,0.015941,146.778652,15.408329,83.548952,780.685365,51.523039,0.154458,0.251602,0.000000,1.980000
Data/dataUsedFor1k/MAC000008.txt0,12,106,94.593600,94.186763,94.224529,-0.390164,0.040097,158.825867,17.000832,81.591339,806.778050,69.038552,0.230941,0.255551,0.000000,1.736000
Data/dataUsedFor1k/MAC000008.txt1,12,106,96.551400,97.595069,97.583237,1.068692,-0.012123,158.825867,17.000832,81.591339,806.778050,69.038552,0.235673,0.283446,0.000000,2.049000
Data/dataUsedFor1k/MAC000008.txt2,12,106,91.623200,91.557971,91.570691,-0.057309,0.013893,158.825867,17.000832,81.591339,806.778050,69.038552,0.223689,0.253574,0.000000,1.943000
Data/dataUsedFor1k/MAC000008.txt3,12,106,88.947800,88.397180,88.397807,-0.618333,0.000709,158.825867,17.000832,81.591339,806.778050,69.038552,0.217158,0.237785,0.000000,1.961000
Data/dataUsedFor1k/MAC000008.txt4,12,106,84.747200,83.602927,83.586125,-1.370045,-0.020097,158.825867,17.000832,81.591339,806.778050,69.038552,0.206902,0.213600,0.000000,1.656000
